id,keys,words
18220,572 1523 2913 9826 12105 14794 14893 187056 190370 ,sex obsession diary murder student lust art woman director erotic movie 
6950,1261 1402 3664 6092 8803 15149 17995 158025 ,river general research army serum monkey epidemic medical research 
101,242 417 782 796 1465 1470 2356 2708 4613 9748 9826 9957 10226 10703 34117 207268 233083 233084 ,new york corruption assassin police brutality loss of family s.w.a.t. immigrant hitman training revenge murder loneliness neighbor tragic love cult film neo-noir complex relationship complex characters 
63020,1900 10183 187056 207901 208396 ,immigration independent film woman director political prisoner cuban refugees 
2307,931 4395 10791 15233 ,jealousy burning house teenage crush arsonist 
680,396 1411 2231 2792 4076 8627 9730 10104 11242 11423 11434 11435 11436 11442 11446 11447 14604 14707 ,transporter brothel drug dealer boxer massage stolen money crime boss dance contest junkyard kamikaze ambiguous ending briefcase redemption heirloom pulp fiction reference to al green theft brutality 
41478,7533 ,black panther 
40156,237 1328 6150 10183 11937 14659 14765 158431 172391 179567 187056 207691 ,gay secret faith independent film conservative girl church united kingdom catholic priest crisis of faith woman director abuse 
11450,2136 2571 2887 2954 3977 5340 7271 8072 9303 10909 ,television tv show manipulation manipulation of the media product placement investigation tv ratings quiz show fragen lawyer 
30304,1668 2692 10428 13014 14669 159362 230009 ,hawaii arranged marriage cultural difference orphan older man younger woman relationship black and white scene asian american 
10452,3686 8846 9920 10089 ,marriage of convenience konfession royalty slaughter 
12106,75 9748 9930 10950 13132 ,gunslinger revenge prairie shootout pistol 
161495,1158 1253 1421 3739 4459 13014 190012 ,grandfather grandson relationship roommate birthday funeral vegetarian orphan deathbed 
3586,90 922 2619 2863 6805 6878 6879 12193 15479 ,paris hotel room suspicion of murder mannequin fashion photographer sandwich poodle reporter fashion 
110,934 1533 2863 4918 5259 5260 9935 15162 ,judge isolation mannequin shadowing english channel geneva travel dog 
108,90 1233 4424 4549 5257 ,paris composer pain loss of husband to compose 
109,928 2039 3739 4480 21747 ,hairdresser sexual frustration funeral business man poland 
92769,2726 3301 11260 208728 ,therapist suspicion serial murder special education 
22586,7376 10407 ,princess swan 
14334,10235 14985 158063 186830 ,family relationships ireland seal selkie 
2636,1653 9748 159358 ,explosive revenge explosives expert 
2164,3801 3822 8862 11325 11402 11606 12405 41414 159138 160381 163250 163331 163338 163347 ,space travel teleportation uprising shot to death androgyny space western outer space timebomb death of son nuclear weapons invented language hieroglyph egyptian mythology egyptology 
11395,65 1441 1991 5011 5570 207317 ,holiday christmas party santa claus deal christmas tree christmas 
278,378 417 796 2885 4779 8622 9777 12662 180172 207883 ,prison corruption police brutality prison cell delinquent parole board escape from prison wrongful imprisonment framed for murder 1940s 
9905,1253 1448 2635 2968 9937 10123 155704 ,roommate distrust overdose grave suspense dark comedy shallow grave 
87078,1453 10085 12999 15016 156097 222156 227646 ,amnesia betrayal black and white twins evil twin film theory identity swapping 
12527,237 701 2679 3230 9395 10180 11479 12105 ,gay cuba artist male friendship havanna homosexuality social commentary student 
20306,10183 ,independent film 
36614,237 494 5656 5657 10181 10183 11687 12342 ,gay father son relationship sydney australia based on play or musical independent film breaking the fourth wall gay son 
31439,395 478 516 2109 6917 ,gambling china child abuse communist epic 
9067,2535 4565 5484 18034 160129 187056 ,destroy dystopia reincarnation desert artial arts woman director 
9059,549 2849 2974 4238 9649 10842 11221 15001 175360 ,prostitute key jesus christ chosen one god good vs evil blood demon crypt keeper 
193,10988 34079 162410 162415 162429 ,based on tv series death exploding planet mountain cabin solar system 
25066,378 516 529 796 2394 9706 9707 9826 10700 11719 160322 ,prison child abuse ku klux klan police brutality ghetto anthology evil doll murder hood dirty cop funeral home 
12122,4862 5331 9535 9951 13149 161891 ,alien life-form village bewusstlosigkeit alien pregnancy doppelganger 
32636,10183 191826 ,independent film chekhov 
36141,9807 10183 14828 ,noir independent film city 
95963,2956 10787 11243 ,vietnam jungle black american 
1587,380 791 2029 4129 10041 10183 ,brother brother relationship mentally disabled iowa widow dysfunctional family independent film 
9271,310 803 3249 4286 4563 8440 9819 177258 ,artificial intelligence android hologram computer program virtual reality ex-cop visual effect police training 
2064,380 520 732 1552 2038 5301 5989 11612 ,brother brother relationship chicago coma subway love of one's life brother man of one's dreams hospital 
19855,422 6733 208349 ,vietnam veteran bullying child 
60855,1463 2356 5600 10194 10707 13043 15300 18035 33928 164224 187056 207716 ,culture clash immigrant daughter interracial romance mother daughter relationship dating father daughter relationship family audition generation gap woman director actor 
236,30 1412 1566 1571 2038 2064 2065 2069 2070 2386 3925 5600 6054 ,individual becoming an adult dream return love of one's life overweight province bathing olympic games empowerment boredom daughter friendship 
48287,9713 11663 13088 156801 187056 208721 ,friends camp summer club woman director summer school 
3049,630 6732 155790 208152 ,dolphin mascot private detective pets 
2759,237 824 1013 4344 4580 5657 17975 193459 ,gay drag queen homophobia musical van australia transgender australian aborigine 
12635,4750 164682 164698 164700 164704 164705 164713 164715 164716 ,red-light disctrict stuart sutcliffe boyfriend girlfriend river elbe hofner bass guitar body painting hamburg germany photo reeperbahn 
10497,1664 2564 2587 2799 4115 5809 5859 6373 178649 ,eroticism wheelchair married couple cruise longing marriage crisis paralysis sadomasochism voyeurism 
11382,1808 2276 6220 10818 ,lover (female) talent mafia boss author 
9331,441 470 502 591 720 818 840 1589 1812 2148 2149 2532 3045 3070 3074 3547 5265 6091 7336 10175 10410 10950 11106 14819 155723 226620 ,assassination spy ambush cia helicopter based on novel usa president sniper fbi colombia drug traffic bomber mission of murder mercenary insurgence coast guard spying war car bomb drug cartel conspiracy shootout infantry violence jack ryan political cover-up 
10731,236 380 4009 4508 5301 5340 7255 10909 13142 ,suicide brother brother relationship witness protection principal witness  brother investigation search for witnesses lawyer gangster 
10464,936 5600 6054 10392 17997 160910 187056 ,loss of mother daughter friendship mute housekeeper xenophobia woman director 
34152,577 1228 3017 6979 10041 10183 10508 10616 11093 ,black people 1970s jazz musician straßenkids dysfunctional family independent film teacher urban parenthood 
9495,3335 11363 18021 ,halloween arson detroit 
29973,1480 6075 6165 ,baseball sport historical figure 
888,554 931 2374 2393 2783 4428 4812 6054 12392 12616 ,manager jealousy bad mother-in-law adoption family's daily life stone age plan friendship best friend dinosaur 
13,422 458 791 795 818 2956 2957 6054 9673 10235 10624 157499 162365 162934 166980 180204 187844 208143 215492 ,vietnam veteran hippie mentally disabled running based on novel vietnam vietnam war friendship love family relationships bully mother son relationship military hugging shrimping wounded soldier flashback park bench amputee 
712,213 699 1334 1459 1873 2038 3568 3577 3581 3582 3583 3584 3739 5347 6054 13027 236055 ,upper class love at first sight wedding vows marriage proposal yuppie love of one's life lone wolf snob witness bride bridegroom bridesmaid funeral clumsy fellow friendship wedding gay couple 
16295,12425 14819 171662 171665 171667 171670 171676 ,racism violence date rape athletic scholarship black militant resentment school shooting 
48992,2124 9673 9890 10183 14604 187056 ,puerto rican love jail independent film theft woman director 
10879,918 5440 12193 202401 ,newspaper adversary reporter experience 
10660,828 8015 208262 208263 ,waitress cop lottery ticket winning lottery 
10714,958 4809 5650 6731 8775 10468 10787 13072 ,indian lead tiger feral child british panther bear jungle falling in love 
41647,2652 2903 2936 11064 11614 ,nazis propaganda artists' life nazi germany filmmaker 
8587,2143 5276 6464 11326 11436 13084 14767 18136 18153 ,loss of parents wild boar uncle shaman redemption king scar hyena meerkat 
1689,4476 4558 5484 5722 5723 10183 ,buddhist tibet reincarnation buddha siddhartha independent film 
11596,657 1930 3030 3521 4142 6152 6562 6732 9820 10232 11612 12396 47020 156282 160612 161184 166329 170383 179878 212435 225209 232999 ,fire kidnapping nightmare earthquake insomnia supernatural celebrity mascot alternate dimension fame hospital hollywood storytelling alternate reality self-referential reboot film industry disfigurement sleepwalking meta film dreams cameos 
854,851 974 2422 6348 9903 156257 179101 ,dual identity bank mockery green balloon jail cell norse mythology 
9359,383 787 1582 3799 10322 10562 10988 11073 18083 185589 ,poker mississippi saloon ship native american on the run based on tv series steamboat attempted robbery cowboy and outlaw 
23333,242 567 947 5565 9840 10183 163110 187844 207876 ,new york alcohol prohibition biography romance independent film theater flashback 1920s 
36593,1568 11931 208208 ,undercover spoof state prison 
12280,242 3664 3836 9574 9826 ,new york research success tageszeitung murder 
2788,1253 1873 2200 2249 2566 5865 179781 198673 ,roommate yuppie generations confilct camcorder cohabitant cabriolet fictional tv show unemployed 
10427,798 1016 2708 10856 207268 ,sheriff wyoming hitman bag of money neo-noir 
11011,18035 175668 175670 175676 175681 175683 175685 ,family life raft private airplane toothbrush gluttony magnifying glass rubber boat 
49803,456 4424 6038 10183 208316 ,mother pain marriage independent film worrying 
8987,1261 1621 1680 2492 5809 7188 8158 15009 233153 ,river robber boston bank robber marriage crisis hostage-taking rafting criminal white water rafting 
1637,258 822 992 2776 3306 157251 ,bomb airport bus bus ride highway bomb planting 
15128,6078 9673 208323 ,politics love speech writer 
8831,779 4379 10568 175629 ,martial arts time travel science fiction alternative reality 
36955,470 949 1196 1419 1930 2284 3546 4289 161520 167444 167451 167461 167466 167467 206958 217421 ,spy terrorist florida gun kidnapping horseback riding florida keys secret agent terrorist plot top secret woman with glasses truth serum mushroom cloud jackhammer special agent key west 
10449,1157 1605 18035 33457 40952 ,wife husband relationship new love family alcoholic therapy 
10395,596 2499 4197 12564 ,adultery heal bite werewolf 
12160,75 395 798 1559 4391 5074 6165 9550 ,gunslinger gambling sheriff deputy sheriff wretch wyatt earp historical figure doc holliday 
40480,591 934 1936 ,cia judge blackmail 
